title,artist,link
Orange (1985),Unknown,https://collections.ed.ac.uk/art/record/21589?highlight=*:*
Unknown (Nov 1959),John Gilbert,https://collections.ed.ac.uk/art/record/53493?highlight=*:*
Sailsbury from Witlon Park (Unknown),Lord John Clerk Eldin,https://collections.ed.ac.uk/art/record/21671?highlight=*:*
Portrait of Seated Woman Reading (1953),Roy McCallum,https://collections.ed.ac.uk/art/record/20898?highlight=*:*
1st State (Unknown),Euan Gray,https://collections.ed.ac.uk/art/record/21954?highlight=*:*
Frieze from the Temple of Athena Nike (2nd right) (1827),NA,https://collections.ed.ac.uk/art/record/20627?highlight=*:*
Sitting Nude Female (1977),Joanna I. Taylor,https://collections.ed.ac.uk/art/record/22721?highlight=*:*
Still Life Bowls and Bottles (1952),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/22720?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99804?highlight=*:*
Study for Composition - The Long Journey (19 APR 1961),John Picking,https://collections.ed.ac.uk/art/record/111039?highlight=*:*
Rockpools,Rosemary Reid,https://collections.ed.ac.uk/art/record/20762?highlight=*:*
Untitled - Abstracted Plant Forms in Black and White (1968),Janet G Leask,https://collections.ed.ac.uk/art/record/99261?highlight=*:*
Sunset (1959),Denness Morton,https://collections.ed.ac.uk/art/record/21081?highlight=*:*
Doric Order (abacus and capital) of the Parthenon,NA,https://collections.ed.ac.uk/art/record/20638?highlight=*:*
Opera - Vienna (1963-1964),L. Allan,https://collections.ed.ac.uk/art/record/99384?highlight=*:*
Untitled (Unknown),Anna Richardson,https://collections.ed.ac.uk/art/record/21937?highlight=*:*
A Puppet of Power (Circa 1956),Peter G. Collins,https://collections.ed.ac.uk/art/record/22576?highlight=*:*
Portrait of a Man (1956),James Robertson,https://collections.ed.ac.uk/art/record/21186?highlight=*:*
Tray-bearer from North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20688?highlight=*:*
Sleep and the City (1957),Norman E Kirkpatrick,https://collections.ed.ac.uk/art/record/21024?highlight=*:*
Whitework on indian muslin (1800-1849),Unknown,https://collections.ed.ac.uk/art/record/102705?highlight=*:*
A Red Made For R.M Rilke (2006),Catlin Dalton,https://collections.ed.ac.uk/art/record/99884?highlight=*:*
Unknown,Jean Selby,https://collections.ed.ac.uk/art/record/50412?highlight=*:*
Untitled - Jousting Match (1965-1966),James B. Thomson,https://collections.ed.ac.uk/art/record/99447?highlight=*:*
Leprosy Capital,Paul J Donaldson,https://collections.ed.ac.uk/art/record/21445?highlight=*:*
History of a Medium (1971),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21696?highlight=*:*
Unknown,Unknown,https://collections.ed.ac.uk/art/record/50450?highlight=*:*
Cape May (1983),G.M. L.,https://collections.ed.ac.uk/art/record/21975?highlight=*:*
Don Juan (1983),Boris Bućan,https://collections.ed.ac.uk/art/record/22038?highlight=*:*
Giraffe,Emma Gillies,https://collections.ed.ac.uk/art/record/53749?highlight=*:*
Still Life with Bols Bottle,Leonard I. H. Gray,https://collections.ed.ac.uk/art/record/22673?highlight=*:*
Untitled - The Magi (1963),Monika L I Uecker,https://collections.ed.ac.uk/art/record/99444?highlight=*:*
Untitled (1962),Cant,https://collections.ed.ac.uk/art/record/21763?highlight=*:*
Flight Path No 1 (1977),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/19635?highlight=*:*
Seated Female Nude (1955),Eric Ritchie,https://collections.ed.ac.uk/art/record/21194?highlight=*:*
Untitled (2002),Grace Paul,https://collections.ed.ac.uk/art/record/99934?highlight=*:*
Two Traffic Lights at Blue (1989),Alavte Clad?,https://collections.ed.ac.uk/art/record/21893?highlight=*:*
untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21895?highlight=*:*
Untitled (1986),R. Euman,https://collections.ed.ac.uk/art/record/21629?highlight=*:*
Unknown (1950),Jacquetta Burn-Callander,https://collections.ed.ac.uk/art/record/50573?highlight=*:*
Portrait of a Man (1966),George Donald,https://collections.ed.ac.uk/art/record/21255?highlight=*:*
Untitled (1968),Doreen Turner,https://collections.ed.ac.uk/art/record/22013?highlight=*:*
Untitled - Abstract Blue and Green Squares (1994),Roger Elliot,https://collections.ed.ac.uk/art/record/99461?highlight=*:*
Tottenham Court Road Underground (1987),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/21702?highlight=*:*
Untitled,Douglas Cook,https://collections.ed.ac.uk/art/record/22567?highlight=*:*
"Circo Togni, Ravenna (1957)",Peter McGinn,https://collections.ed.ac.uk/art/record/21115?highlight=*:*
Damn blast and a side order of damn,Colin Montgomery,https://collections.ed.ac.uk/art/record/22545?highlight=*:*
Seated Figure Reading Newspaper,Angus C. A. Hood,https://collections.ed.ac.uk/art/record/22610?highlight=*:*
Seascape (1978),Michael Kinane,https://collections.ed.ac.uk/art/record/21492?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53631?highlight=*:*
Man with Woman Smoking (1964),Kirkland Main,https://collections.ed.ac.uk/art/record/22549?highlight=*:*
Untitled (1961),Norma Kirk,https://collections.ed.ac.uk/art/record/22011?highlight=*:*
Saucer,Emma Gillies,https://collections.ed.ac.uk/art/record/53660?highlight=*:*
Mourner No. 54 from the Tomb of John the fearless (Pre 1895),Unknown,https://collections.ed.ac.uk/art/record/20610?highlight=*:*
Portrait (1953),George Roderick Carmichael,https://collections.ed.ac.uk/art/record/22644?highlight=*:*
Standing Female Nude holding Basket (25 Jan 1959),Barbara Strachan,https://collections.ed.ac.uk/art/record/20871?highlight=*:*
Portrait of an Elderly Woman (1960),Dorothea Brown,https://collections.ed.ac.uk/art/record/20994?highlight=*:*
Figurative Composition in Brown and Blue (1993),Kenneth T. W. Neil,https://collections.ed.ac.uk/art/record/20756?highlight=*:*
Seated Male Nude (25 Jan 1954),Catherine M Gibson,https://collections.ed.ac.uk/art/record/21229?highlight=*:*
Fancy Pipe (2006),Michael Hecht,https://collections.ed.ac.uk/art/record/99882?highlight=*:*
Woman in Historic Dress (Circa 1950),Edward A. Gage,https://collections.ed.ac.uk/art/record/21394?highlight=*:*
Untitled (2006),Daisy Richardson,https://collections.ed.ac.uk/art/record/99866?highlight=*:*
Untitled (1962),Paresh C. Chakraborty,https://collections.ed.ac.uk/art/record/112307?highlight=*:*
Seated Male Nude with Staff (1958),Ian Hodkinson,https://collections.ed.ac.uk/art/record/20882?highlight=*:*
My Boots Are Wet from the grass (2006),Becky Campbell,https://collections.ed.ac.uk/art/record/99962?highlight=*:*
Untitled (1967),Gwen Mackenzie,https://collections.ed.ac.uk/art/record/111034?highlight=*:*
Idyll,Unknown,https://collections.ed.ac.uk/art/record/21200?highlight=*:*
Unknown (1966),John Nelson,https://collections.ed.ac.uk/art/record/50497?highlight=*:*
Romeing (2013),Marissa Stoffer,https://collections.ed.ac.uk/art/record/47444?highlight=*:*
Replica cast (brown) of Parthenon slab GE31,Unknown,https://collections.ed.ac.uk/art/record/20656?highlight=*:*
Charioteers from North Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20678?highlight=*:*
Metope South 27 from the Parthenon (1837),NA,https://collections.ed.ac.uk/art/record/20643?highlight=*:*
Side Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53613?highlight=*:*
Portrait of a Woman (Circa 1959),Ronald G Browne,https://collections.ed.ac.uk/art/record/21318?highlight=*:*
Unknown (1949),John W. Corner,https://collections.ed.ac.uk/art/record/50520?highlight=*:*
Landscape (01 May 1985),Allison E Sharpe,https://collections.ed.ac.uk/art/record/21466?highlight=*:*
Simon and Simon (1986),Amanda Lebus,https://collections.ed.ac.uk/art/record/21585?highlight=*:*
"Venus de Milo, 130-10 BC",Unknown,https://collections.ed.ac.uk/art/record/20592?highlight=*:*
Standing Male Nude (Circa 1939),Alistair W McCheyne,https://collections.ed.ac.uk/art/record/21085?highlight=*:*
Standing Female Nude (Circa 1952),David Michie,https://collections.ed.ac.uk/art/record/21037?highlight=*:*
Unknown,Alistair Fairweather,https://collections.ed.ac.uk/art/record/50425?highlight=*:*
Large Bowl,Emma Gillies,https://collections.ed.ac.uk/art/record/53732?highlight=*:*
Untitled (1963),Janette Brown,https://collections.ed.ac.uk/art/record/22008?highlight=*:*
Large Cheeseplant,Susan Alexander,https://collections.ed.ac.uk/art/record/50377?highlight=*:*
Woman and Fox (Feb 1966),James Fairgrieve,https://collections.ed.ac.uk/art/record/21344?highlight=*:*
Making the World Safe for Capitalism (Unknown),Kenny Grant,https://collections.ed.ac.uk/art/record/21819?highlight=*:*
Forest (Circa 1988),Sheila MacGregor,https://collections.ed.ac.uk/art/record/21500?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53708?highlight=*:*
Untitled (11 May 1962),John Nelson,https://collections.ed.ac.uk/art/record/21643?highlight=*:*
Bird in Flight (1988),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/99302?highlight=*:*
Krokadeel (1959),"Eduardo Luigi Paolozzi KBE, RA",https://collections.ed.ac.uk/art/record/22035?highlight=*:*
Portrait of a Man (1959),C Byron,https://collections.ed.ac.uk/art/record/20913?highlight=*:*
Teapot (1924),Emma Gillies,https://collections.ed.ac.uk/art/record/53743?highlight=*:*
Three studies on a pink ground (girl with clasped hands) (1949),Barbara Hepworth,https://collections.ed.ac.uk/art/record/20769?highlight=*:*
Portrait of a Man (1939-1940),Robert A Campbell,https://collections.ed.ac.uk/art/record/21127?highlight=*:*
Untitled,Unknown,https://collections.ed.ac.uk/art/record/102727?highlight=*:*
Eight Lines II (2001),Wilhelmina Barns-Graham CBE HRSA HRSW,https://collections.ed.ac.uk/art/record/54748?highlight=*:*
Gothic figure of a deacon,NA,https://collections.ed.ac.uk/art/record/20604?highlight=*:*
Untitled (1966),Helen G. S Forde,https://collections.ed.ac.uk/art/record/99814?highlight=*:*
Teacup,Emma Gillies,https://collections.ed.ac.uk/art/record/53653?highlight=*:*
"""Mr Smith can't remove himself because he doesn't want to""",Ronald D. Forbes,https://collections.ed.ac.uk/art/record/22583?highlight=*:*
___ in Rosyth the Leaf Skeletons Lay on the Pitch,Sylvia Mackiewicz,https://collections.ed.ac.uk/art/record/21559?highlight=*:*
Abstract Portrait of Two Figures (1953),Iain West,https://collections.ed.ac.uk/art/record/20850?highlight=*:*
Unknown (1957),Rupert F C Cracknell,https://collections.ed.ac.uk/art/record/50538?highlight=*:*
Portrait of a Seated Woman in Fur Coat (1965-1966),George Donald,https://collections.ed.ac.uk/art/record/21173?highlight=*:*
Untitled (Unknown),Catherine Temple,https://collections.ed.ac.uk/art/record/21605?highlight=*:*
Portrait of a Girl (1949),Leszek T. Muszynski,https://collections.ed.ac.uk/art/record/22682?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21709?highlight=*:*
Portrait of a Seated Man in Uniform (1955),James Robertson,https://collections.ed.ac.uk/art/record/20805?highlight=*:*
Untitled (1997),Unknown,https://collections.ed.ac.uk/art/record/21910?highlight=*:*
Autumn (1962),Robert S. Crozier,https://collections.ed.ac.uk/art/record/112310?highlight=*:*
Untitled,Gwyneth Duff,https://collections.ed.ac.uk/art/record/112450?highlight=*:*
Untitled (Unknown),Simon Yuill,https://collections.ed.ac.uk/art/record/21638?highlight=*:*
Portrait of a Woman (1957),Peter McGinn,https://collections.ed.ac.uk/art/record/21086?highlight=*:*
Unknown,Alan J Mcleod,https://collections.ed.ac.uk/art/record/53604?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20724?highlight=*:*
Portrait of a Woman,Sarah Shaw,https://collections.ed.ac.uk/art/record/20938?highlight=*:*
Unknown,Zygmunt Bukowski,https://collections.ed.ac.uk/art/record/53559?highlight=*:*
Untitled - Five Miners (1963),Felicity J Bostock,https://collections.ed.ac.uk/art/record/99372?highlight=*:*
3 Paps of Jura (Unknown),Catherine Orbach,https://collections.ed.ac.uk/art/record/21981?highlight=*:*
Standing Female Nude (1953),Allan Sutherland,https://collections.ed.ac.uk/art/record/20978?highlight=*:*
Untitled (Unknown),Frank Thomson,https://collections.ed.ac.uk/art/record/21717?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53721?highlight=*:*
Jug,Emma Gillies,https://collections.ed.ac.uk/art/record/53740?highlight=*:*
Untitled (1983),Robert Rivers,https://collections.ed.ac.uk/art/record/99809?highlight=*:*
Landscape with City in background (1958-1959),Peter Standen,https://collections.ed.ac.uk/art/record/20793?highlight=*:*
Unknown (1957),Lawrence F. Baxter,https://collections.ed.ac.uk/art/record/50617?highlight=*:*
Farm,Donald Clark,https://collections.ed.ac.uk/art/record/21489?highlight=*:*
Standing Male Nude (1939-1940),Eleanora Borrie,https://collections.ed.ac.uk/art/record/21133?highlight=*:*
Ruins in Rome (Feb 1948),Marjorie Wallace,https://collections.ed.ac.uk/art/record/20855?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),https://collections.ed.ac.uk/art/record/50557?highlight=*:*
Still Life with Striped Cloth and Pots,David Rifat,https://collections.ed.ac.uk/art/record/22691?highlight=*:*
Portrait of a Seated Woman (1962),Ekwall,https://collections.ed.ac.uk/art/record/21286?highlight=*:*
Side Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53614?highlight=*:*
Plate,Emma Gillies,https://collections.ed.ac.uk/art/record/53672?highlight=*:*
Two Views of a Lying Male Nude (1960),Kenneth R Wheatley,https://collections.ed.ac.uk/art/record/20858?highlight=*:*
Untitled - Drawing of a Man Wearing a Hat (1967),Isobel T Johnstone,https://collections.ed.ac.uk/art/record/99253?highlight=*:*
Untitled (JUN 1993),Norman Ackroyd,https://collections.ed.ac.uk/art/record/21798?highlight=*:*
Untitled - Portrait of a Man (1962),Janette Brown,https://collections.ed.ac.uk/art/record/99376?highlight=*:*
Chimneypiece from a house in Le Mans,Unknown,https://collections.ed.ac.uk/art/record/20553?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20664?highlight=*:*
One Pound Coin (2017),Lara Hirst,https://collections.ed.ac.uk/art/record/100017?highlight=*:*
Standing Male Nude (1953),William Mercer,https://collections.ed.ac.uk/art/record/20943?highlight=*:*
Composition Notes (02 May 1978),Unknown,https://collections.ed.ac.uk/art/record/53537?highlight=*:*
Townscape in Snow,Paul Furneaux,https://collections.ed.ac.uk/art/record/21434?highlight=*:*
Virgin and Child (Tondo),Unknown,https://collections.ed.ac.uk/art/record/20544?highlight=*:*
Still Life Coffee Pot on Stool (1952),Mollie E N Langlands,https://collections.ed.ac.uk/art/record/22711?highlight=*:*
Two Pipers in the Sunlight (1953),Leonard Rosoman,https://collections.ed.ac.uk/art/record/21752?highlight=*:*
Balmacarra,Sir William George Gillies,https://collections.ed.ac.uk/art/record/47435?highlight=*:*
Untitled (Unknown),Unknown,https://collections.ed.ac.uk/art/record/21710?highlight=*:*
Untitled,Dr Ainslie Yule,https://collections.ed.ac.uk/art/record/99534?highlight=*:*
Seated Male Nude (1956),James Robertson,https://collections.ed.ac.uk/art/record/21245?highlight=*:*
Buildings,J Shore,https://collections.ed.ac.uk/art/record/21494?highlight=*:*
Portrait of Fred McDonald (1947),Eric Forrest,https://collections.ed.ac.uk/art/record/50589?highlight=*:*
Untitled - Circus Rider and Horse (1963),Jean M. Marshall,https://collections.ed.ac.uk/art/record/99364?highlight=*:*
Seated Female Nude (1968),Alan T. Johnston,https://collections.ed.ac.uk/art/record/21424?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,https://collections.ed.ac.uk/art/record/20731?highlight=*:*
Rooster (Unknown),Milton Goldstein,https://collections.ed.ac.uk/art/record/21657?highlight=*:*
Seated Figure with Gun,Gregg Magee,https://collections.ed.ac.uk/art/record/21448?highlight=*:*
Standing Female Nude (1925-1926),John Maxwell,https://collections.ed.ac.uk/art/record/93357?highlight=*:*
Portrait of a Man through a Door,Paul Gladston,https://collections.ed.ac.uk/art/record/21526?highlight=*:*
Untitled (2002-2007),Greta Grendaite,https://collections.ed.ac.uk/art/record/99897?highlight=*:*
Self Portrait,Ursula Giles,https://collections.ed.ac.uk/art/record/22728?highlight=*:*
Three Views of a Standing Woman (1949),Douglas Gordon,https://collections.ed.ac.uk/art/record/21101?highlight=*:*
Portrait of a Man in Red Shirt (1968),Alan T. Johnston,https://collections.ed.ac.uk/art/record/21423?highlight=*:*
Morgue (1997),Susan Calder,https://collections.ed.ac.uk/art/record/22684?highlight=*:*
Rooftop Townscape (Circa 1952),Francis M. Walker,https://collections.ed.ac.uk/art/record/102659?highlight=*:*
Spring Board (Circa 1971),Alan Brown,https://collections.ed.ac.uk/art/record/22584?highlight=*:*
Green Landscape (1955),Margaret Proudfoot,https://collections.ed.ac.uk/art/record/21033?highlight=*:*
